,sentence,text,_sentence_text,aspect_cat
101,BHL_118_sample_English_20.0.txt_9701-9940,Bodotria,"The sculpturing of the carapace , however , is unlike that of any species of Bodotria , where a lateral longitudinal keel is one of the most constant features , and on that account I refer the species provisionally to the genus Cyclaspis .",FAUNA
102,BHL_118_sample_English_20.0.txt_9701-9940,Cyclaspis,"The sculpturing of the carapace , however , is unlike that of any species of Bodotria , where a lateral longitudinal keel is one of the most constant features , and on that account I refer the species provisionally to the genus Cyclaspis .",FAUNA
103,BHL_118_sample_English_20.0.txt_9941-9951,Bodotria,Bodotria .,FAUNA
104,BHL_118_sample_English_20.0.txt_9955-9968,Bodotria,Bodotria sp .,FAUNA
105,BHL_118_sample_English_20.0.txt_10188-10237,B. arenosa Goodsir,It is very closely allied to B. arenosa Goodsir .,FAUNA
106,BHL_118_sample_English_20.0.txt_10264-10274,Plankton,Plankton .,FAUNA
107,BHL_118_sample_English_20.0.txt_10303-10313,Plankton,Plankton .,FAUNA
108,BHL_118_sample_English_20.0.txt_10329-10343,Cyclaspoides,Cyclaspoides .,FAUNA
109,BHL_118_sample_English_20.0.txt_10347-10364,Cyclaspoides,Cyclaspoides sp .,FAUNA
110,BHL_118_sample_English_20.0.txt_10442-10528,Tunicate,"Sluiter in the atrial cavity of a species of Tunicate from Station 271 , 1788 metres .",FAUNA
111,BHL_118_sample_English_20.0.txt_11082-11174,Tunicate,The occurrence of the specimen in the atrial cavity of a Tunicate may have been accidental .,FAUNA
112,BHL_118_sample_English_20.0.txt_11338-11370,HcteroatDia { t ) Weberi,HcteroatDia { t ) Weberi n. sp .,FAUNA
113,BHL_118_sample_English_20.0.txt_18386-18542,Bodoiriidci,This species adds another to the somewhat puzzling group of forms which appear to establish a transition between the Bodoiriidci ' and Vauntoinpsoniid ( e .,FAUNA
114,BHL_118_sample_English_20.0.txt_18386-18542,Vauntoinpsoniid,This species adds another to the somewhat puzzling group of forms which appear to establish a transition between the Bodoiriidci ' and Vauntoinpsoniid ( e .,FAUNA
115,BHL_118_sample_English_20.0.txt_18543-18582,genus Heteroauna,Miers defines his genus Heteroauna ( P.,FAUNA
116,BHL_118_sample_English_20.0.txt_18839-19015,VanntompsoniidcF,"Crust . p. 304 ) refers the genus to the VanntompsoniidcF ^ defining the famil ) - as having , in the male sex , `` well-developed swimming-branches '' on the first four legs .",FAUNA
117,BHL_118_sample_English_20.0.txt_19123-19147,Plankton,Plankton Exp . p. 56 ) .,FAUNA
118,BHL_118_sample_English_20.0.txt_19423-19784,Hcterocunia Sarsi,"In the number and character of the exopods present in both sexes therefore Hcterocunia Sarsi agrees with the crenus Cumopsis , which is referred to the Bodotriidcc , and it appears to differ from that o-enus mainlv in the form of the third ma.Killipeds , which have the basis and merus produced externally into pointed lobes and the carpus expanded internally .",FAUNA
119,BHL_118_sample_English_20.0.txt_19423-19784,crenus Cumopsis,"In the number and character of the exopods present in both sexes therefore Hcterocunia Sarsi agrees with the crenus Cumopsis , which is referred to the Bodotriidcc , and it appears to differ from that o-enus mainlv in the form of the third ma.Killipeds , which have the basis and merus produced externally into pointed lobes and the carpus expanded internally .",FAUNA
120,BHL_118_sample_English_20.0.txt_19423-19784,Bodotriidcc,"In the number and character of the exopods present in both sexes therefore Hcterocunia Sarsi agrees with the crenus Cumopsis , which is referred to the Bodotriidcc , and it appears to differ from that o-enus mainlv in the form of the third ma.Killipeds , which have the basis and merus produced externally into pointed lobes and the carpus expanded internally .",FAUNA
121,BHL_118_sample_English_20.0.txt_19423-19784,ma.Killipeds,"In the number and character of the exopods present in both sexes therefore Hcterocunia Sarsi agrees with the crenus Cumopsis , which is referred to the Bodotriidcc , and it appears to differ from that o-enus mainlv in the form of the third ma.Killipeds , which have the basis and merus produced externally into pointed lobes and the carpus expanded internally .",FAUNA
122,BHL_118_sample_English_20.0.txt_19785-19973,Hetcromma Sarsi,"The species now described agrees with Hetcromma Sarsi in having , in the male sex , the last two legs without exopods , and in having the basis of the third maxillipeds strongly produced .",FAUNA
123,BHL_118_sample_English_20.0.txt_20364-20423,Cumacea,The species takes a place among the largest known Cumacea .,FAUNA
124,BHL_118_sample_English_20.0.txt_20424-20549,Arctic Diastylis,In length of body it appears to be excelled only by the Arctic Diastylis goodsiri^ which sometimes reaches a lengthof 35 mm .,FAUNA
125,BHL_118_sample_English_20.0.txt_20550-20561,Bathycuma,Bathycuma .,FAUNA
126,BHL_118_sample_English_20.0.txt_20565-20596,Bathyctima longirostris,Bathyctima longirostris n. sp .,FAUNA
127,BHL_1949_sample_English_18.0.txt_2924-3018,mule,"Are `` you afraid he Ihall not be able to faddle his own '• ' mule , or load his own baggage ?",FAUNA
128,BHL_1949_sample_English_18.0.txt_7940-8296,cattle,"Again he had put bail in his gun , and fired at cattle afar off ; and thefe being for the moft part flightly wounded , he inferred from thence that the zibib was fatal only at a dif- tance , but that if they galloped refolutely to the mouth of the gun , the grape could do no more than the firfl gun he fired with powder had done to thofe he had aimed at .",FAUNA
129,BHL_1949_sample_English_18.0.txt_9154-9540,horfe,"This field that Michael had chofen , was rocky , uneven , and full of ravines in one part , and of plain fmooth turf on the other , which divifions were feparated by a brook full of large ftones * The THE SOURCE OE THE NILE . 32,1 The Nile was oii Ras Michaers left , afid in this rugged ground he ftationed his lances and mufque- try ; for he never , made gf eat account of his horfe .",FAUNA
130,BHL_1949_sample_English_18.0.txt_9582-9748,cedars,"George , planted thick with cedars , and about half a mile diftant from each other , were on his right and left flanks , or rather advanced farther before his front .",FLORA
131,BHL_1949_sample_English_18.0.txt_9942-10292,cedars,"Michael drew up his army behind the two churches , which w^re advanced on his right and left flanks , an^ among the cedars of thefe he planted 500 mufque- teers before each church , whom the trees perfedly concealed ; he formed his horfe in front , knowing them to be an objed : the Galla did not fear , and likely to lead them on to charge raflily .",FAUNA
132,BHL_1949_sample_English_18.0.txt_9942-10292,trees,"Michael drew up his army behind the two churches , which w^re advanced on his right and left flanks , an^ among the cedars of thefe he planted 500 mufque- teers before each church , whom the trees perfedly concealed ; he formed his horfe in front , knowing them to be an objed : the Galla did not fear , and likely to lead them on to charge raflily .",FLORA
133,BHL_1949_sample_English_18.0.txt_9942-10292,horfe,"Michael drew up his army behind the two churches , which w^re advanced on his right and left flanks , an^ among the cedars of thefe he planted 500 mufque- teers before each church , whom the trees perfedly concealed ; he formed his horfe in front , knowing them to be an objed : the Galla did not fear , and likely to lead them on to charge raflily .",FAUNA
134,BHL_1949_sample_English_18.0.txt_10523-10663,horfe,"He had directed this officer , with a few horfe , to fcour the fmall plain , as foon as he faw the Galla advancing into it from the valley .",FAUNA
135,BHL_1949_sample_English_18.0.txt_10664-11040,horfe,"As foon as the fun became hot , FafiPs wild Galla poured into the plain , and they had now occupied the greateft part of it , which was not large enough to contain his whole army , when their fliirmifiiing began by their driving Powuffen before them , who fled apparently in great confufion , crofled the brook , and joined the horfe , and formed nearly between the churches .",FAUNA
136,BHL_1949_sample_English_18.0.txt_11765-12024,horfes,"Upon turning round , he faw the Galla halt , as if in council , in the bed of the rivulet , and taking up his gun as a bravado , he levelled at the crowd , and had the fortune to hit the principal man among them , who- fell dead among the feet of the horfes .",FAUNA
137,BHL_1949_sample_English_18.0.txt_12785-12981,mule,"Even Michael himfelf , ( as I have heard him fay ) when , fitting upon hh mule on a fmall emi- nence , he faw this extraordinary confufion and re- treat , was not able to affign any caufe for it .",FAUNA
138,BHL_1949_sample_English_18.0.txt_13105-13499,cedars,"The troops , however , that lay hid in the groves of cedars before the churches , who had been filent and attentive , and Powuffen , who commanded the horfe which had been fkirmifhing , faw diftinftly the operation of Welleta Gabriel , and the confufion that had followed it ; without lofs of time they attacked the Galla in the valley , and were foon joined by Gulho and the reft of the army .",FAUNA
139,BHL_1949_sample_English_18.0.txt_13105-13499,horfe,"The troops , however , that lay hid in the groves of cedars before the churches , who had been filent and attentive , and Powuffen , who commanded the horfe which had been fkirmifhing , faw diftinftly the operation of Welleta Gabriel , and the confufion that had followed it ; without lofs of time they attacked the Galla in the valley , and were foon joined by Gulho and the reft of the army .",FAUNA
140,BHL_1949_sample_English_18.0.txt_16069-16215,horfe,"Woofheka , ef whom we have had already occafion to fpeak , fell in among the horfe of Powuffeh and Gufho , and being known , his life was fpared .",FAUNA
141,BHL_1949_sample_English_18.0.txt_21918-22211,elephants,"Gold and ivoryj elephants and buffaloes hides , and , above all , flaves , of much greater value , as being more fought after for their perfonal qualities than any other fort , who bad the misfortune to be reduced to that condition , made the principal articles of exportation from this port .",FAUNA
142,BHL_1949_sample_English_18.0.txt_21918-22211,buffaloes,"Gold and ivoryj elephants and buffaloes hides , and , above all , flaves , of much greater value , as being more fought after for their perfonal qualities than any other fort , who bad the misfortune to be reduced to that condition , made the principal articles of exportation from this port .",FAUNA
143,GB-70_sample_English_19.txt_338-613,tamarisk scrub,"The lower part of its sides is steep and rocky , though not too steep for the growth of tamarisk scrub and much herbage , but above are prodigious conglomerate cliffs , and below , the river , which narrows to a stream , is concealed by enormous masses of conglomerate rock .",FLORA
144,GB-70_sample_English_19.txt_1104-1497,stick,"The paths on the dusty hillside are so narrow and shelving that I needed a helping hand as well as a stick to enable me to reach a small , oblong , rug-covered platform under some willow trees , where Mirab Khan received me , with a very repulsive-looking Seyyid scribe seated by him in front of a _samovar_ and tea equipage , from which he produced delicious tea , flavoured with lime-juice .",FLORA
145,GB-70_sample_English_19.txt_1104-1497,willow trees,"The paths on the dusty hillside are so narrow and shelving that I needed a helping hand as well as a stick to enable me to reach a small , oblong , rug-covered platform under some willow trees , where Mirab Khan received me , with a very repulsive-looking Seyyid scribe seated by him in front of a _samovar_ and tea equipage , from which he produced delicious tea , flavoured with lime-juice .",FLORA
