source_file,text,_sentence_text,annotation
GB-91_sample_English_20.txt,from east to west,"At the position occupied by the _Gauss_ , inside the Antarctic Circle , it was noticed that the prevailing winds were from east to west .",3
GB-91_sample_English_20.txt,were able to get free from the ice,"At the expiration of the period allotted to them for their stay , the explorers were able to get free from the ice , and return to Germany .",4
GB-91_sample_English_20.txt,too vast to be overcome without a fierce and prolonged struggle,"The resources of the ice world , at either pole , are too vast to be overcome without a fierce and prolonged struggle .",2
GB-91_sample_English_20.txt,not favourable to this scheme,"The state of the ice , however , was not favourable to this scheme , and , by the time Seymour Island was sighted , it was evident there was little chance of working into more southern latitudes .",2
GB-91_sample_English_20.txt,did not reveal the wealth of fossil-bearing strata that was expected,A brief visit to Seymour Island did not reveal the wealth of fossil-bearing strata that was expected .,2
GB-91_sample_English_20.txt,interesting circular,"Paulet Island was visited and an interesting circular lake was discovered , lying in a circular range of hills .",4
GB-91_sample_English_20.txt,circular,"Paulet Island was visited and an interesting circular lake was discovered , lying in a circular range of hills .",3
GB-91_sample_English_20.txt,bore ample evidences,"The banks of the lake bore ample evidences that at one time there had been great volcanic activity at the place , and the lake was evidently formed in the hollow of the extinct crater .",4
GB-91_sample_English_20.txt,great,"The banks of the lake bore ample evidences that at one time there had been great volcanic activity at the place , and the lake was evidently formed in the hollow of the extinct crater .",3
GB-91_sample_English_20.txt,most violent,"The place did not appeal to them as a site for the winter station , and , as further journeys revealed another island on the other side of Seymour Island , where there was a beach which appeared to be sheltered from the southward , the point whence the most violent winds blew , it was decided to build the hut there .",1
GB-91_sample_English_20.txt,adventurous,"In the course of a week , the _Antarctica_ was able to get into the bay again and to land the remaining stores ; but by that time the hut was up and the adventurous six were almost settled down to their routine work .",4
GB-91_sample_English_20.txt,scattered,"At an early date they satisfied themselves that Admiralty Bay is a Sound , and that the portion of the continent extending to the vicinity was more in the nature of a group of scattered islands , with deep sounds passing between them , than a continuous stretch of mainland .",3
GB-91_sample_English_20.txt,lower forms of life were well represented,"The microscopical examination of the soil revealed the presence of numerous bacteria , while the examination of the waters showed that the lower forms of life were well represented .",4
GB-91_sample_English_20.txt,blew with a velocity that was astounding,Gales came from the south-west for days together and blew with a velocity that was astounding .,3
GB-91_sample_English_20.txt,abated,"When the boat was found , after the storm had abated , it was lying keel upwards , with the greater part of one side smashed in .",4
GB-91_sample_English_20.txt,saturated with electricity,"The air became saturated with electricity to such an extent that the metal parts of the instruments gave shocks to the fingers when touched , while the tips of a man 's fingers glowed with luminosity when outside the hut in the dark .",3
GB-91_sample_English_20.txt,never-ending,"As a similar thing occurs in the Sahara during the progress of a simoon or sand-storm , it was considered that the amount of electricity was caused by the friction set up by the particles of snow carried along in a never-ending cloud by the gale .",3
GB-91_sample_English_20.txt,extra severe,"An extra severe gale carrying away the wind-gauge , it was not possible to keep a complete record of the velocity of the gales , but from the records secured , it was demonstrated that , during the first half of June , if the hut had travelled with the same velocity as the wind rushed past it , a distance of 14,900 miles would have been covered , or as far as from the hut to Sweden and half-way back .",1
GB-91_sample_English_20.txt,not often seen,"As winter approached , the storms obscured the sky and the sun was not often seen .",2
GB-91_sample_English_20.txt,gleams with a darker blue,"The sky gleams with a darker blue , and across it float long streamers of ribbon-like clouds , which shine and flame in red .",4
GB-91_sample_English_20.txt,ribbon-like,"The sky gleams with a darker blue , and across it float long streamers of ribbon-like clouds , which shine and flame in red .",4
GB-91_sample_English_20.txt,shine and flame in red,"The sky gleams with a darker blue , and across it float long streamers of ribbon-like clouds , which shine and flame in red .",4
GB-91_sample_English_20.txt,there is something pale,"But ever in the colours there is something pale , a paleness which predominates with indescribable delicateness of tone in the tints of the horizon , and in the blue and white shades of the stretches of land , which contrast so strongly with the dull brown of our immediate neighbourhood , and even with the sharply defined ice wall of Snow Hill .",2
GB-91_sample_English_20.txt,predominates with indescribable delicateness of tone in the tints of the horizon,"But ever in the colours there is something pale , a paleness which predominates with indescribable delicateness of tone in the tints of the horizon , and in the blue and white shades of the stretches of land , which contrast so strongly with the dull brown of our immediate neighbourhood , and even with the sharply defined ice wall of Snow Hill .",4
GB-91_sample_English_20.txt,sharply defined,"But ever in the colours there is something pale , a paleness which predominates with indescribable delicateness of tone in the tints of the horizon , and in the blue and white shades of the stretches of land , which contrast so strongly with the dull brown of our immediate neighbourhood , and even with the sharply defined ice wall of Snow Hill .",3
GB-91_sample_English_20.txt,broad flaming moving,"At about ten o'clock a glowing spot begins to be visible on the horizon , and , presaged by a perpendicular pillar of fire , there rises what would be the orb of the sun , but which , in consequence of refraction , appears to us to be a broad flaming moving belt of fire .",3
GB-91_sample_English_20.txt,"shining , intensely rainbow-coloured","On each side of the sun there are two shining , intensely rainbow-coloured belts , forming parts of a ring , which , however , can be seen but imperfectly .",4
GB-91_sample_English_20.txt,often heavy,"On this , and other journeys , they succeeded in travelling long distances over what was often heavy ice , on two meals a day .",2
